0.110705175,0.1107772,0.109875225,0.10801345,0.105801925,0.1028656,0.1024689,0.09916495,0.096099025,0,,,,,,,,,
0.11086865,0.1109058,0.109926925,0.107928,0.105895125,0.1027624,0.102084275,0.098953475,0.096007,0,,,,,,,,,
0.111062325,0.111107025,0.1101456,0.108352075,0.1061441,0.10306205,0.1024196,0.099048075,0.0961629,0,,,,,,,,,
0.110968325,0.111165225,0.1102909,0.108350025,0.106194125,0.102980775,0.102541025,0.09898215,0.09593415,0,,,,,,,,,
0.109760775,0.10971365,0.1087734,0.10727375,0.1050891,0.102104825,0.101572825,0.0982218,0.09529855,0,,,,,,,,,
0.111339125,0.11120105,0.110329225,0.108352,0.10620115,0.103373525,0.1028389,0.0996088,0.09625475,0,,,,,,,,,
0.11065295,0.1106526,0.1099439,0.107786325,0.10590805,0.103119825,0.102474225,0.099223175,0.096201025,0,,,,,,,,,
0.111592125,0.11147425,0.11042925,0.108603475,0.1064652,0.103700825,0.1029808,0.099741075,0.096531775,0,,,,,,,,,
0.11076515,0.110899675,0.1099247,0.1083401,0.1061748,0.1032339,0.102547825,0.09924835,0.096302975,0,,,,,,,,,
0.110771375,0.11082985,0.10991595,0.1081568,0.106065375,0.10281595,0.102351425,0.099152825,0.096089975,0,0.110848598,0.110872633,0.109955508,0.1081156,0.105993895,0.103001968,0.10242798,0.099134468,0.096088213
0.11105775,0.111105775,0.11016535,0.10847585,0.10612845,0.10289215,0.10217905,0.09908,0.096105125,0,0.110883855,0.11090549,0.10998452,0.10816184,0.106026548,0.103004623,0.102398995,0.099125973,0.096088823
0.1102519,0.110325325,0.10953755,0.1078434,0.105543725,0.10251285,0.10209765,0.098958325,0.095886475,0,0.11082218,0.110847443,0.109945583,0.10815338,0.105991408,0.102979668,0.102400333,0.099126458,0.09607677
0.11072625,0.111034825,0.1099846,0.1082193,0.1062167,0.1031261,0.102495225,0.099263675,0.0963693,0,0.110788573,0.110840223,0.109929483,0.108140103,0.105998668,0.102986073,0.102407895,0.099148018,0.09609741
0.112494475,0.112451475,0.111350075,0.109402575,0.107349175,0.1043947,0.1036713,0.1005041,0.0975025,0,0.110941188,0.110968848,0.1100354,0.108245358,0.106114173,0.103127465,0.102520923,0.099300213,0.096254245
0.111418175,0.111325425,0.11053885,0.108852225,0.10672205,0.1039028,0.103183625,0.0999053,0.0970408,0,0.111106928,0.111130025,0.110211945,0.108403205,0.106277468,0.103307263,0.102682003,0.099468563,0.09642847
0.111654675,0.11170715,0.110645725,0.108854775,0.106810875,0.10392445,0.10319625,0.099855025,0.097036025,0,0.111138483,0.111180635,0.110243595,0.108453483,0.10633844,0.103362355,0.102717738,0.099493185,0.096506598
0.112376125,0.1121439,0.11114965,0.109183875,0.1071962,0.104438925,0.103898675,0.100475425,0.097655175,0,0.1113108,0.111329765,0.11036417,0.108593238,0.106467255,0.103494265,0.102860183,0.09961841,0.096652013
0.11110685,0.1110823,0.1100902,0.108092425,0.10615315,0.1032109,0.102684125,0.099418175,0.0962768,0,0.111262273,0.11129057,0.110330265,0.108542133,0.10643605,0.103445273,0.102830515,0.09958612,0.096626515
0.1109266,0.11109525,0.110093325,0.108432625,0.106397275,0.103275625,0.102782925,0.099558975,0.096491175,0,0.111278418,0.111310128,0.110347128,0.108551385,0.106458298,0.103449445,0.102854025,0.099617183,0.096645335
0.11109875,0.11119485,0.110370275,0.1087534,0.106614875,0.103423,0.102910825,0.099695875,0.09660085,0,0.111311155,0.111346628,0.11039256,0.108611045,0.106513248,0.10351015,0.102909965,0.099671488,0.096696423
