,0.50350865,0.504372375,0.503489025,0.502720625,0.50316355,0.504311625,0.5040714,0.502649275,0.498972025,0
,0.5052671,0.506435175,0.505368725,0.504546,0.504864925,0.5057786,0.50536905,0.50370565,0.499901025,0
,0.504249925,0.5054564,0.504382125,0.503677725,0.503949425,0.50484705,0.50429095,0.502922575,0.49925,0
,0.50425845,0.50538465,0.504468775,0.503616125,0.503888675,0.5049241,0.5044354,0.5029064,0.49894685,0
,0.5035381,0.504526275,0.50381295,0.5029381,0.50313805,0.50408135,0.5039378,0.5023955,0.4984895,0
,0.5040315,0.5049119,0.504172725,0.503444175,0.50388735,0.504982525,0.50458635,0.50298705,0.499299325,0
,0.5041461,0.504975725,0.5042227,0.5036653,0.50392525,0.504866375,0.504625125,0.503043,0.4992446,0
,0.50433325,0.505364875,0.504544725,0.5037573,0.504043675,0.50495885,0.50464855,0.50312995,0.49925155,0
,0.50514205,0.506312025,0.50546345,0.504634625,0.504594675,0.50565175,0.5052619,0.50368875,0.49986365,0
,0.5034116,0.5043039,0.503743125,0.503157525,0.503047975,0.503935275,0.503930325,0.502367925,0.498427525,0
,0.50500145,0.506129975,0.505328375,0.5047304,0.50504175,0.505668275,0.50549235,0.50405975,0.5002394,0
,0.504198975,0.50530455,0.504511375,0.5036804,0.5038523,0.50461065,0.504418525,0.503039225,0.498970875,0
,0.5044289,0.5054884,0.504676625,0.503961575,0.504301875,0.50497465,0.504740075,0.503185,0.4993302,0
,0.505819375,0.5067728,0.5055746,0.505053125,0.505339475,0.50635585,0.505461175,0.50436975,0.500348275,0
,0.50471945,0.505775125,0.5049545,0.504337,0.504437175,0.5049958,0.50503135,0.503301075,0.499386525,0
,0.504282625,0.5054961,0.504592075,0.503995375,0.5040299,0.504825825,0.504673825,0.5029859,0.499102,0
,0.504370425,0.50543315,0.50458975,0.50397185,0.5042408,0.504969425,0.504771125,0.5031517,0.4993473,0
,0.504741125,0.50600515,0.50527025,0.504386375,0.504604325,0.505636,0.50495155,0.503936775,0.500136675,0
,0.503543625,0.504670025,0.503965375,0.5032451,0.503407975,0.504294875,0.503975075,0.5026153,0.498576425,0
,0.5042568,0.50538825,0.504755775,0.50415115,0.50420615,0.50477945,0.5046835,0.50327895,0.4995034,0
,0.5045542,0.50560685,0.504894225,0.50431905,0.5042668,0.504851075,0.50476715,0.50322725,0.4993826,0
,0.503678525,0.50457935,0.504121025,0.503686225,0.5034295,0.504217675,0.504349325,0.503013475,0.49891275,0
,0.5049046,0.50573545,0.50503765,0.504454125,0.504539125,0.504949825,0.504913225,0.503205475,0.4994986,0
,0.50425905,0.5052999,0.50463375,0.503954,0.5039924,0.5046925,0.50455875,0.50287135,0.499086175,0
,0.504309575,0.5052919,0.504710625,0.50409705,0.5038749,0.5043625,0.504346425,0.502863275,0.498990725,0
,0.50398315,0.504984575,0.504256925,0.50369855,0.503678025,0.5043358,0.504143175,0.5026147,0.498869625,0
,0.5043829,0.505325875,0.504732925,0.5042004,0.504148275,0.50475115,0.5047707,0.50307305,0.49928625,0
,0.5040831,0.50510415,0.504566,0.5038589,0.5036829,0.5043894,0.50430405,0.502737825,0.49872435,0
,0.504574025,0.5055637,0.504723025,0.504152675,0.50427685,0.50471865,0.504678675,0.50292995,0.49927875,0
,0.505131775,0.5062225,0.505210675,0.504577975,0.504830575,0.505603075,0.50525525,0.503600825,0.49981075,0
,0.505113,0.50623345,0.50546755,0.504763975,0.504507525,0.50515575,0.505061725,0.503419875,0.49947455,0
,0.50416445,0.5051774,0.5043128,0.503539075,0.503731525,0.504606475,0.50444705,0.502848075,0.49894865,0
,0.504707725,0.50582765,0.505124775,0.5044841,0.504563625,0.505171025,0.50509955,0.503454475,0.49965785,0
,0.503897275,0.50492365,0.504169575,0.50342315,0.5034363,0.504142225,0.5041042,0.502503425,0.498523225,0
,0.50484585,0.50586195,0.505054675,0.504566675,0.50446515,0.505020025,0.50486995,0.503475675,0.4998897,0
,0.504017075,0.5049726,0.5044621,0.5038692,0.5036853,0.504379,0.50447105,0.50280975,0.49893405,0
,0.503219,0.504244575,0.503605025,0.5029114,0.50255445,0.5034382,0.50348155,0.50203975,0.4977126,0
,0.5039268,0.5048962,0.504207575,0.503713175,0.503796075,0.504304425,0.5043466,0.502851825,0.4990497,0
,0.504076525,0.504972875,0.504166975,0.5034537,0.503521975,0.50421945,0.504188725,0.50252155,0.49866435,0
,0.504078775,0.505051075,0.504197225,0.50348605,0.50355195,0.504335725,0.50430415,0.502707275,0.498497075,0
,0.50426055,0.505378375,0.504793975,0.50419515,0.5042433,0.50513525,0.505060225,0.5035549,0.4998885,0
,0.50411525,0.50525675,0.504299375,0.503807375,0.5038524,0.504781,0.50447625,0.503004975,0.499101675,0
,0.503544325,0.504485925,0.5036172,0.5030877,0.503121675,0.5040294,0.503990675,0.502640825,0.49881005,0
,0.5044039,0.50561755,0.5049056,0.50412395,0.5041224,0.504946375,0.5046024,0.50303615,0.4991344,0
,0.504168825,0.505098575,0.504255725,0.50392485,0.503702725,0.50436405,0.504171425,0.5027675,0.49895145,0
,0.504122975,0.5051652,0.50446265,0.50378465,0.503897,0.504574525,0.50436725,0.502918675,0.498877225,0
max,0.505819375,0.5067728,0.5055746,0.505053125,0.505339475,0.50635585,0.50549235,0.50436975,0.500348275,
min,0.503219,0.504244575,0.503489025,0.502720625,0.50255445,0.5034382,0.50348155,0.50203975,0.4977126,
max-min,0.002600375,0.002528225,0.002085575,0.0023325,0.002785025,0.00291765,0.0020108,0.00233,0.002635675,
