0.140348333,0.140495933,0.139574706,0.137068702,0.134505179,0.131386799,0.130961884,0.127262336,0.123491311,3781.701142
0.139543172,0.139563672,0.138422286,0.135938035,0.133431876,0.1296451,0.128958032,0.124877957,0.120903677,3781.699079
0.139274349,0.139269384,0.137877362,0.135571842,0.132942355,0.129136695,0.128319726,0.124147781,0.12029148,3781.698389
0.139633765,0.139577572,0.138305667,0.135785128,0.133403151,0.129608469,0.128825915,0.124867166,0.120984706,3781.698721
0.139082758,0.138991434,0.137770023,0.135444706,0.13316783,0.129287299,0.128517693,0.124510163,0.120923481,3781.698675
0.139689902,0.139614632,0.1383431,0.136039541,0.133513491,0.129852315,0.129104269,0.125048933,0.121053916,3781.698741
0.139590375,0.139462751,0.138401955,0.135944248,0.133510803,0.129764358,0.128956374,0.124856807,0.120946643,3781.698714
0.1394891,0.139313985,0.138100381,0.1356413,0.133043231,0.129192922,0.128368945,0.124367566,0.120672049,3781.698255
0.139415025,0.139440572,0.138025296,0.13569955,0.133259831,0.129421164,0.128704029,0.124642503,0.12097165,3781.69861
0.13925537,0.139198394,0.137989404,0.13562128,0.133106496,0.129379693,0.128642241,0.124537686,0.120720015,3781.698525
0.139477829,0.139325429,0.138143921,0.135683456,0.133263329,0.129432894,0.128674808,0.124648392,0.120894763,3781.698768
0.139336256,0.139312826,0.138114684,0.135879861,0.133478631,0.129715789,0.128940487,0.124913103,0.121127643,3781.698907
0.138676426,0.13859913,0.137379847,0.135167012,0.132798171,0.128799033,0.128004452,0.124023116,0.120362919,3781.698197
0.13930595,0.139167366,0.137998124,0.135626472,0.133124514,0.129177862,0.128317985,0.124218773,0.120639899,3781.698377
0.13984877,0.139580523,0.138454305,0.136072109,0.133373758,0.129661817,0.128812312,0.12476399,0.12102544,3781.69846
0.139484604,0.139157725,0.138106166,0.135773642,0.133161812,0.129274053,0.128528277,0.124500668,0.120838903,3781.698598
0.139330266,0.13906979,0.137995213,0.135643978,0.133197852,0.129253831,0.12851572,0.124544904,0.120902561,3781.698296
0.139404818,0.139324768,0.138065273,0.135766451,0.133326065,0.129414796,0.128706194,0.124580901,0.120803267,3781.698589
0.140094909,0.139955779,0.13881613,0.13635418,0.133843303,0.130162089,0.129447329,0.12526013,0.121387923,3781.699117
0.139794757,0.139578576,0.138534531,0.136263641,0.133617316,0.129877108,0.129195126,0.125089841,0.121236085,3781.698902
0.139651761,0.139347205,0.138357341,0.136062823,0.133282768,0.129486137,0.12871989,0.124729038,0.120920537,3781.698629
0.139879317,0.139723126,0.138600103,0.13616456,0.133573124,0.129721352,0.129065383,0.124976433,0.121092417,3781.69848
0.138758693,0.138673745,0.137551341,0.135122507,0.132559205,0.128494405,0.127822377,0.123873532,0.120280078,3781.697586
0.140094909,0.139955779,0.13881613,0.13635418,0.133843303,0.130162089,0.129447329,0.12526013,0.121387923,
0.138676426,0.13859913,0.137379847,0.135122507,0.132559205,0.128494405,0.127822377,0.123873532,0.120280078,
0.001418482,0.001356648,0.001436283,0.001231673,0.001284098,0.001667684,0.001624952,0.001386599,0.001107845,
